"timestamp","product_id","user_id","event","city","price","term","message"
"2016-05-21 05:19:03","6bd361da-1aaa-11eb-b1b4-acde48001122",219908,"add_item_to_cart","Sacramento",\N,\N,"{""date"": ""2016-05-21 05:19:03"", ""product_id"": ""6bd361da-1aaa-11eb-b1b4-acde48001122"", ""user_id"": 219908, ""event"": ""add_item_to_cart"", ""extra_data"": {""city"": ""Sacramento""}}"
"2016-05-21 12:13:57","6b5ccc78-1aaa-11eb-8b44-acde48001122",237938,"view","Columbus",\N,\N,"{""date"": ""2016-05-21 12:13:57"", ""product_id"": ""6b5ccc78-1aaa-11eb-8b44-acde48001122"", ""user_id"": 237938, ""event"": ""view"", ""extra_data"": {""city"": ""Columbus""}}"
"2016-05-23 10:38:31","6994fec6-1aaa-11eb-9cae-acde48001122",502664,"search","Austin",\N,"riotous","{""date"": ""2016-05-23 10:38:31"", ""product_id"": ""6994fec6-1aaa-11eb-9cae-acde48001122"", ""user_id"": 502664, ""event"": ""search"", ""extra_data"": {""city"": ""Austin"", ""term"": ""riotous""}}"
"2016-06-08 08:03:32","6b717830-1aaa-11eb-8ea2-acde48001122",788552,"remove_item_from_cart","Madison",\N,\N,"{""date"": ""2016-06-08 08:03:32"", ""product_id"": ""6b717830-1aaa-11eb-8ea2-acde48001122"", ""user_id"": 788552, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Madison""}}"
"2016-06-12 22:27:17","62c90d42-1aaa-11eb-8a0e-acde48001122",317931,"buy","Phoenix",\N,\N,"{""date"": ""2016-06-12 22:27:17"", ""product_id"": ""62c90d42-1aaa-11eb-8a0e-acde48001122"", ""user_id"": 317931, ""event"": ""buy"", ""extra_data"": {""city"": ""Phoenix"", ""price"": 11.65}}"
"2016-06-25 12:13:34","6b0c269c-1aaa-11eb-8212-acde48001122",890035,"view","Jefferson City",\N,\N,"{""date"": ""2016-06-25 12:13:34"", ""product_id"": ""6b0c269c-1aaa-11eb-8212-acde48001122"", ""user_id"": 890035, ""event"": ""view"", ""extra_data"": {""city"": ""Jefferson City""}}"
"2016-06-29 23:08:55","666d8c3e-1aaa-11eb-bf3d-acde48001122",776255,"search","Sacramento",\N,"trunk","{""date"": ""2016-06-29 23:08:55"", ""product_id"": ""666d8c3e-1aaa-11eb-bf3d-acde48001122"", ""user_id"": 776255, ""event"": ""search"", ""extra_data"": {""city"": ""Sacramento"", ""term"": ""trunk""}}"
"2016-07-01 22:05:27","6493395e-1aaa-11eb-a85d-acde48001122",626530,"remove_item_from_cart","Charleston",\N,\N,"{""date"": ""2016-07-01 22:05:27"", ""product_id"": ""6493395e-1aaa-11eb-a85d-acde48001122"", ""user_id"": 626530, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Charleston""}}"
"2016-07-02 17:28:07","652bf130-1aaa-11eb-bad2-acde48001122",770067,"buy","Phoenix",\N,\N,"{""date"": ""2016-07-02 17:28:07"", ""product_id"": ""652bf130-1aaa-11eb-bad2-acde48001122"", ""user_id"": 770067, ""event"": ""buy"", ""extra_data"": {""city"": ""Phoenix"", ""price"": 22.95}}"
"2016-07-07 21:51:58","6b693ab4-1aaa-11eb-8da3-acde48001122",94378,"remove_item_from_cart","Sacramento",\N,\N,"{""date"": ""2016-07-07 21:51:58"", ""product_id"": ""6b693ab4-1aaa-11eb-8da3-acde48001122"", ""user_id"": 94378, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Sacramento""}}"
"2016-07-08 08:21:27","6a9d03c0-1aaa-11eb-8ea2-acde48001122",901353,"view","Salt Lake City",\N,\N,"{""date"": ""2016-07-08 08:21:27"", ""product_id"": ""6a9d03c0-1aaa-11eb-8ea2-acde48001122"", ""user_id"": 901353, ""event"": ""view"", ""extra_data"": {""city"": ""Salt Lake City""}}"
"2016-07-10 06:44:04","62d8a5b8-1aaa-11eb-a147-acde48001122",503861,"add_item_to_cart","Trenton",\N,\N,"{""date"": ""2016-07-10 06:44:04"", ""product_id"": ""62d8a5b8-1aaa-11eb-a147-acde48001122"", ""user_id"": 503861, ""event"": ""add_item_to_cart"", ""extra_data"": {""city"": ""Trenton""}}"
"2016-07-15 16:15:54","6a481680-1aaa-11eb-b2d5-acde48001122",97713,"remove_item_from_cart","Jackson",\N,\N,"{""date"": ""2016-07-15 16:15:54"", ""product_id"": ""6a481680-1aaa-11eb-b2d5-acde48001122"", ""user_id"": 97713, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Jackson""}}"
"2016-07-25 10:21:39","68d7c446-1aaa-11eb-9b08-acde48001122",886112,"search","Lansing",\N,"friend","{""date"": ""2016-07-25 10:21:39"", ""product_id"": ""68d7c446-1aaa-11eb-9b08-acde48001122"", ""user_id"": 886112, ""event"": ""search"", ""extra_data"": {""city"": ""Lansing"", ""term"": ""friend""}}"
"2016-07-26 15:32:11","677b9686-1aaa-11eb-ba37-acde48001122",576335,"search","Boise",\N,"lewis","{""date"": ""2016-07-26 15:32:11"", ""product_id"": ""677b9686-1aaa-11eb-ba37-acde48001122"", ""user_id"": 576335, ""event"": ""search"", ""extra_data"": {""city"": ""Boise"", ""term"": ""lewis""}}"
"2016-08-30 02:00:24","6a9a7ae2-1aaa-11eb-9c9f-acde48001122",70110,"view","Sacramento",\N,\N,"{""date"": ""2016-08-30 02:00:24"", ""product_id"": ""6a9a7ae2-1aaa-11eb-9c9f-acde48001122"", ""user_id"": 70110, ""event"": ""view"", ""extra_data"": {""city"": ""Sacramento""}}"
"2016-08-30 03:28:31","68a5357e-1aaa-11eb-b11e-acde48001122",674138,"remove_item_from_cart","Springfield",\N,\N,"{""date"": ""2016-08-30 03:28:31"", ""product_id"": ""68a5357e-1aaa-11eb-b11e-acde48001122"", ""user_id"": 674138, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Springfield""}}"
"2016-08-31 12:48:16","6b05d258-1aaa-11eb-89d8-acde48001122",985809,"search","Montgomery",\N,"mandy","{""date"": ""2016-08-31 12:48:16"", ""product_id"": ""6b05d258-1aaa-11eb-89d8-acde48001122"", ""user_id"": 985809, ""event"": ""search"", ""extra_data"": {""city"": ""Montgomery"", ""term"": ""mandy""}}"
"2016-09-06 23:34:41","66560f46-1aaa-11eb-a561-acde48001122",665853,"remove_item_from_cart","Atlanta",\N,\N,"{""date"": ""2016-09-06 23:34:41"", ""product_id"": ""66560f46-1aaa-11eb-a561-acde48001122"", ""user_id"": 665853, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Atlanta""}}"
"2016-09-16 19:33:16","6172fb92-1aaa-11eb-bacd-acde48001122",328146,"view","Albany",\N,\N,"{""date"": ""2016-09-16 19:33:16"", ""product_id"": ""6172fb92-1aaa-11eb-bacd-acde48001122"", ""user_id"": 328146, ""event"": ""view"", ""extra_data"": {""city"": ""Albany""}}"
"2016-09-20 16:55:18","5ff1f4d0-1aaa-11eb-a49c-acde48001122",365993,"search","Baton Rouge",\N,"stop","{""date"": ""2016-09-20 16:55:18"", ""product_id"": ""5ff1f4d0-1aaa-11eb-a49c-acde48001122"", ""user_id"": 365993, ""event"": ""search"", ""extra_data"": {""city"": ""Baton Rouge"", ""term"": ""stop""}}"
"2016-09-20 23:35:51","6b10f76c-1aaa-11eb-9876-acde48001122",618754,"remove_item_from_cart","Albany",\N,\N,"{""date"": ""2016-09-20 23:35:51"", ""product_id"": ""6b10f76c-1aaa-11eb-9876-acde48001122"", ""user_id"": 618754, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Albany""}}"
"2016-10-03 19:26:49","63aed25a-1aaa-11eb-945c-acde48001122",457046,"search","Raleigh",\N,"on","{""date"": ""2016-10-03 19:26:49"", ""product_id"": ""63aed25a-1aaa-11eb-945c-acde48001122"", ""user_id"": 457046, ""event"": ""search"", ""extra_data"": {""city"": ""Raleigh"", ""term"": ""on""}}"
"2016-10-08 02:11:40","6b40647a-1aaa-11eb-9f1f-acde48001122",697222,"remove_item_from_cart","Springfield",\N,\N,"{""date"": ""2016-10-08 02:11:40"", ""product_id"": ""6b40647a-1aaa-11eb-9f1f-acde48001122"", ""user_id"": 697222, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Springfield""}}"
"2016-10-14 08:42:58","627a64b4-1aaa-11eb-ad01-acde48001122",416842,"view","Tallahassee",\N,\N,"{""date"": ""2016-10-14 08:42:58"", ""product_id"": ""627a64b4-1aaa-11eb-ad01-acde48001122"", ""user_id"": 416842, ""event"": ""view"", ""extra_data"": {""city"": ""Tallahassee""}}"
"2016-10-26 18:41:49","6c200f08-1aaa-11eb-ad78-acde48001122",497424,"buy","Trenton",\N,\N,"{""date"": ""2016-10-26 18:41:49"", ""product_id"": ""6c200f08-1aaa-11eb-ad78-acde48001122"", ""user_id"": 497424, ""event"": ""buy"", ""extra_data"": {""city"": ""Trenton"", ""price"": 22.1}}"
"2016-10-27 06:56:54","6b8a1ee4-1aaa-11eb-aafe-acde48001122",251677,"add_item_to_cart","Austin",\N,\N,"{""date"": ""2016-10-27 06:56:54"", ""product_id"": ""6b8a1ee4-1aaa-11eb-aafe-acde48001122"", ""user_id"": 251677, ""event"": ""add_item_to_cart"", ""extra_data"": {""city"": ""Austin""}}"
"2016-10-30 10:32:49","6bafef0c-1aaa-11eb-b9c1-acde48001122",265883,"buy","Olympia",\N,\N,"{""date"": ""2016-10-30 10:32:49"", ""product_id"": ""6bafef0c-1aaa-11eb-b9c1-acde48001122"", ""user_id"": 265883, ""event"": ""buy"", ""extra_data"": {""city"": ""Olympia"", ""price"": 11.65}}"
"2016-10-31 22:28:44","68566ca8-1aaa-11eb-bdfa-acde48001122",585308,"search","Baton Rouge",\N,"incredibly","{""date"": ""2016-10-31 22:28:44"", ""product_id"": ""68566ca8-1aaa-11eb-bdfa-acde48001122"", ""user_id"": 585308, ""event"": ""search"", ""extra_data"": {""city"": ""Baton Rouge"", ""term"": ""incredibly""}}"
"2016-11-07 05:34:22","655b7324-1aaa-11eb-8f9e-acde48001122",387040,"view","Madison",\N,\N,"{""date"": ""2016-11-07 05:34:22"", ""product_id"": ""655b7324-1aaa-11eb-8f9e-acde48001122"", ""user_id"": 387040, ""event"": ""view"", ""extra_data"": {""city"": ""Madison""}}"
"2016-11-11 11:56:33","6b6a6662-1aaa-11eb-8f81-acde48001122",180083,"buy","Tallahassee",\N,\N,"{""date"": ""2016-11-11 11:56:33"", ""product_id"": ""6b6a6662-1aaa-11eb-8f81-acde48001122"", ""user_id"": 180083, ""event"": ""buy"", ""extra_data"": {""city"": ""Tallahassee"", ""price"": 22.1}}"
"2016-11-12 23:59:03","6228312e-1aaa-11eb-ac4f-acde48001122",309723,"view","Tallahassee",\N,\N,"{""date"": ""2016-11-12 23:59:03"", ""product_id"": ""6228312e-1aaa-11eb-ac4f-acde48001122"", ""user_id"": 309723, ""event"": ""view"", ""extra_data"": {""city"": ""Tallahassee""}}"
"2016-11-22 18:38:06","6a7fb5cc-1aaa-11eb-b75d-acde48001122",630226,"buy","Phoenix",33.75,\N,"{""date"": ""2016-11-22 18:38:06"", ""product_id"": ""6a7fb5cc-1aaa-11eb-b75d-acde48001122"", ""user_id"": 630226, ""event"": ""buy"", ""extra_data"": {""city"": ""Phoenix"", ""price"": 33.75}}"
"2016-11-23 19:14:21","694b9c1e-1aaa-11eb-8dcd-acde48001122",987309,"remove_item_from_cart","Albany",\N,\N,"{""date"": ""2016-11-23 19:14:21"", ""product_id"": ""694b9c1e-1aaa-11eb-8dcd-acde48001122"", ""user_id"": 987309, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Albany""}}"
"2016-12-01 18:16:27","5fa819dc-1aaa-11eb-9d4c-acde48001122",358228,"search","Saint Paul",\N,"the","{""date"": ""2016-12-01 18:16:27"", ""product_id"": ""5fa819dc-1aaa-11eb-9d4c-acde48001122"", ""user_id"": 358228, ""event"": ""search"", ""extra_data"": {""city"": ""Saint Paul"", ""term"": ""the""}}"
"2016-12-08 05:54:30","6b2b542c-1aaa-11eb-a4ea-acde48001122",591277,"buy","Oklahoma City",33.25,\N,"{""date"": ""2016-12-08 05:54:30"", ""product_id"": ""6b2b542c-1aaa-11eb-a4ea-acde48001122"", ""user_id"": 591277, ""event"": ""buy"", ""extra_data"": {""city"": ""Oklahoma City"", ""price"": 33.25}}"
"2016-12-11 13:08:30","64110acc-1aaa-11eb-be5f-acde48001122",845523,"search","Austin",\N,"buried","{""date"": ""2016-12-11 13:08:30"", ""product_id"": ""64110acc-1aaa-11eb-be5f-acde48001122"", ""user_id"": 845523, ""event"": ""search"", ""extra_data"": {""city"": ""Austin"", ""term"": ""buried""}}"
"2016-12-12 03:40:51","600decda-1aaa-11eb-9101-acde48001122",579121,"remove_item_from_cart","Albany",\N,\N,"{""date"": ""2016-12-12 03:40:51"", ""product_id"": ""600decda-1aaa-11eb-9101-acde48001122"", ""user_id"": 579121, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Albany""}}"
"2016-12-17 09:43:21","6bfce7da-1aaa-11eb-9532-acde48001122",720422,"buy","Albany",11.25,\N,"{""date"": ""2016-12-17 09:43:21"", ""product_id"": ""6bfce7da-1aaa-11eb-9532-acde48001122"", ""user_id"": 720422, ""event"": ""buy"", ""extra_data"": {""city"": ""Albany"", ""price"": 11.25}}"
"2017-01-03 06:02:44","603ce6f4-1aaa-11eb-8c24-acde48001122",611603,"view","Frankfort",\N,\N,"{""date"": ""2017-01-03 06:02:44"", ""product_id"": ""603ce6f4-1aaa-11eb-8c24-acde48001122"", ""user_id"": 611603, ""event"": ""view"", ""extra_data"": {""city"": ""Frankfort""}}"
"2017-01-04 05:21:54","6a47cda6-1aaa-11eb-8fc4-acde48001122",822588,"buy","Salem",33.75,\N,"{""date"": ""2017-01-04 05:21:54"", ""product_id"": ""6a47cda6-1aaa-11eb-8fc4-acde48001122"", ""user_id"": 822588, ""event"": ""buy"", ""extra_data"": {""city"": ""Salem"", ""price"": 33.75}}"
"2017-01-05 23:05:06","67ffdaca-1aaa-11eb-b1cf-acde48001122",40837,"remove_item_from_cart","Phoenix",\N,\N,"{""date"": ""2017-01-05 23:05:06"", ""product_id"": ""67ffdaca-1aaa-11eb-b1cf-acde48001122"", ""user_id"": 40837, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Phoenix""}}"
"2017-01-06 19:46:19","6a15f86c-1aaa-11eb-9e46-acde48001122",804204,"view","Pierre",\N,\N,"{""date"": ""2017-01-06 19:46:19"", ""product_id"": ""6a15f86c-1aaa-11eb-9e46-acde48001122"", ""user_id"": 804204, ""event"": ""view"", ""extra_data"": {""city"": ""Pierre""}}"
"2017-01-14 08:08:06","63f84b10-1aaa-11eb-918f-acde48001122",91475,"remove_item_from_cart","Tallahassee",\N,\N,"{""date"": ""2017-01-14 08:08:06"", ""product_id"": ""63f84b10-1aaa-11eb-918f-acde48001122"", ""user_id"": 91475, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Tallahassee""}}"
"2017-01-14 23:23:53","6a552410-1aaa-11eb-a341-acde48001122",602359,"view","Bismarck",\N,\N,"{""date"": ""2017-01-14 23:23:53"", ""product_id"": ""6a552410-1aaa-11eb-a341-acde48001122"", ""user_id"": 602359, ""event"": ""view"", ""extra_data"": {""city"": ""Bismarck""}}"
"2017-01-15 16:56:37","60a678a6-1aaa-11eb-9bc4-acde48001122",72668,"view","Denver",\N,\N,"{""date"": ""2017-01-15 16:56:37"", ""product_id"": ""60a678a6-1aaa-11eb-9bc4-acde48001122"", ""user_id"": 72668, ""event"": ""view"", ""extra_data"": {""city"": ""Denver""}}"
"2017-01-16 10:01:18","5f10bbbe-1aaa-11eb-81a3-acde48001122",666442,"add_item_to_cart","Richmond",\N,\N,"{""date"": ""2017-01-16 10:01:18"", ""product_id"": ""5f10bbbe-1aaa-11eb-81a3-acde48001122"", ""user_id"": 666442, ""event"": ""add_item_to_cart"", ""extra_data"": {""city"": ""Richmond""}}"
"2017-01-16 15:02:31","5a66eb24-1aaa-11eb-aafb-acde48001122",321208,"remove_item_from_cart","Tallahassee",\N,\N,"{""date"": ""2017-01-16 15:02:31"", ""product_id"": ""5a66eb24-1aaa-11eb-aafb-acde48001122"", ""user_id"": 321208, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Tallahassee""}}"
"2017-01-22 04:49:02","64a6cc4c-1aaa-11eb-a66e-acde48001122",499628,"remove_item_from_cart","Nashville",\N,\N,"{""date"": ""2017-01-22 04:49:02"", ""product_id"": ""64a6cc4c-1aaa-11eb-a66e-acde48001122"", ""user_id"": 499628, ""event"": ""remove_item_from_cart"", ""extra_data"": {""city"": ""Nashville""}}"
"2017-01-25 13:53:29","6725c0e2-1aaa-11eb-8f2e-acde48001122",139006,"search","Albany",\N,"pinball","{""date"": ""2017-01-25 13:53:29"", ""product_id"": ""6725c0e2-1aaa-11eb-8f2e-acde48001122"", ""user_id"": 139006, ""event"": ""search"", ""extra_data"": {""city"": ""Albany"", ""term"": ""pinball""}}"
"2017-02-15 10:03:03","6a0c5968-1aaa-11eb-aa4c-acde48001122",342097,"add_item_to_cart","Tallahassee",\N,\N,"{""date"": ""2017-02-15 10:03:03"", ""product_id"": ""6a0c5968-1aaa-11eb-aa4c-acde48001122"", ""user_id"": 342097, ""event"": ""add_item_to_cart"", ""extra_data"": {""city"": ""Tallahassee""}}"
"2017-03-02 20:53:17","6618caa8-1aaa-11eb-b518-acde48001122",285327,"buy","Albany",\N,\N,"{""date"": ""2017-03-02 20:53:17"", ""product_id"": ""6618caa8-1aaa-11eb-b518-acde48001122"", ""user_id"": 285327, ""event"": ""buy"", ""extra_data"": {""city"": ""Albany"", ""price"": 11.95}}"
